Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
P30	30	Pair	1R	1351142970_988	5	60	1R_P30_1351142970_988_5_NumPops=30_NumInd=60.bayenv	TRUE	9900	96	63.058	1.021850577	0.33274	0.00010101	0.00010101	0.00010101	0.65625	0.645833333	0	../LFMMBayenv2PCAdaptResults/1R_P30_1351142970_988_5_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	22.3045	2.2248	149	0.739494949	0	0.00010101	0.00010101	0.90625	0.364583333	0.677083333	0.677083333	0.00010101	0.458333333	4	68	0.00010101	0	4	57	0.00010101	0.40625	1	57	28	0	0	0	1	0	4	0	0	0	5	1	2	0	12	43	17	0	0	0	1	0	4	0	0	0	4	1	2	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	28	5	0	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	2R	1351142970_988	6	60	2R_P30_1351142970_988_6_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	56.709	0.508448912	0.29149	0.00010101	0.00010101	0.00010101	0.92	0.78	0	../LFMMBayenv2PCAdaptResults/2R_P30_1351142970_988_6_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	15.5318	2.26313	54	0.66010101	0	0.00010101	0.00010101	0.97	0.78	0.87	0.9	0.00010101	0.89	6	95	0.00010101	0.43	15	87	0.00010101	0.74	7	87	7	0	0	0	0	0	1	0	2	0	1	12	0	1	0	76	5	0	0	0	0	0	1	0	1	0	1	9	0	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	1	2	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IBD	1351142970_988	7	60	IBD_P30_1351142970_988_7_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	70.183	2.420698203	0.36098	0.00020202	0.00010101	0.00010101	0.99	0.14	0	../LFMMBayenv2PCAdaptResults/IBD_P30_1351142970_988_7_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	18.2226	2.08482	184	0.627979798	0	0.00020202	0.00020202	1	0.93	1	1	0.00020202	0.99	9	101	0.00010101	0.9	15	99	0.00020202	0.99	7	100	0	0	1	0	0	0	0	0	0	0	0	85	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IM	1351142970_988	8	60	IM_P30_1351142970_988_8_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	70.183	2.241397042	0.44959	0.00010101	0.00010101	0.00010101	0.23	0.59	0.25	../LFMMBayenv2PCAdaptResults/IM_P30_1351142970_988_8_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.9877	1.40246	180	0.421010101	0	0.00010101	0.00010101	0.99	0.11	0.59	0.55	0.00010101	0.55	3	89	0.00010101	0.39	18	85	0.00010101	0.55	5	90	41	0	0	0	2	2	2	30	0	0	0	0	0	0	0	23	41	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	41	4	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	1R	1351142986_950	9	60	1R_P30_1351142986_950_9_NumPops=30_NumInd=60.bayenv	TRUE	9900	96	63.589	0.766070631	0.28006	0.00010101	0.00010101	0.00010101	0.65625	0.541666667	0.052083333	../LFMMBayenv2PCAdaptResults/1R_P30_1351142986_950_9_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	25.7226	2.68177	133	0.771414141	0	0.00010101	0.00010101	0.84375	0.583333333	0.614583333	0.635416667	0.00010101	0.625	7	63	0.00010101	0	9	63	0.00010101	0.572916667	3	65	28	0	2	0	2	0	0	1	3	1	1	9	0	1	0	48	17	0	2	0	2	0	0	1	2	1	1	9	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	28	4	4	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	2R	1351142986_950	10	60	2R_P30_1351142986_950_10_NumPops=30_NumInd=60.bayenv	TRUE	9900	99	57.409	0.625168348	0.29058	0.00010101	0.00010101	0.00010101	0.898989899	0.888888889	0.050505051	../LFMMBayenv2PCAdaptResults/2R_P30_1351142986_950_10_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	17.1001	2.40198	52	0.665555556	0	0.00010101	0.00010101	0.95959596	0.878787879	0.888888889	0.898989899	0.00010101	0.909090909	5	92	0.00010101	0	17	88	0.00010101	0.858585859	2	90	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	88	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	1	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IBD	1351142986_950	11	60	IBD_P30_1351142986_950_11_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	69.722	1.89884032	0.36668	0.00020202	0.00010101	0.00010101	0.99	0.61	0	../LFMMBayenv2PCAdaptResults/IBD_P30_1351142986_950_11_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	20.5097	2.08946	184	0.673838384	0	0.00020202	0.00020202	1	0.93	0.99	0.99	0.00020202	0.99	4	99	0.00010101	0.91	20	99	0.00020202	0.99	2	99	1	0	0	0	0	0	0	0	0	0	0	38	0	0	0	61	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30	30	Pair	IM	1351142986_950	12	60	IM_P30_1351142986_950_12_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	71.547	2.081095157	0.41668	0.00010101	0.00010101	0.00010101	0.31	0.72	0.54	../LFMMBayenv2PCAdaptResults/IM_P30_1351142986_950_12_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.8863	1.39561	180	0.430505051	0	0.00010101	0.00010101	1	0.11	0.61	0.61	0.00010101	0.51	4	97	0.00010101	0.48	14	93	0.00010101	0.54	3	94	28	0	0	0	11	0	10	20	0	0	0	0	0	0	0	31	28	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	21	0	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142954_453	1	60	1R_T30.6x5s_1351142954_453_1_NumPops=30_NumInd=60.bayenv	TRUE	9900	99	60.641	0.578868329	0.35746	0.00010101	0.00010101	0.00010101	0.787878788	0.656565657	0	../LFMMBayenv2PCAdaptResults/1R_T30.6x5s_1351142954_453_1_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	15.1174	1.87131	62	0.604848485	0	0.00010101	0.00010101	0.888888889	0.505050505	0.737373737	0.717171717	0.00010101	0.464646465	5	69	0.00010101	0.454545455	5	66	0.00010101	0.03030303	6	34	17	1	0	2	0	0	1	0	7	0	3	4	2	1	23	38	14	1	0	2	0	0	0	0	3	0	2	4	1	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	1	8	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142954_453	2	60	2R_T30.6x5s_1351142954_453_2_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	55.477	0.110219224	0.30654	0.00010101	0.00010101	0.00010101	0.86	0.71	0	../LFMMBayenv2PCAdaptResults/2R_T30.6x5s_1351142954_453_2_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	15.7892	2.06111	53	0.59020202	0	0.00010101	0.00010101	0.95	0.72	0.86	0.85	0.00010101	0.86	4	90	0.00010101	0	19	87	0.00010101	0.79	3	90	12	1	0	1	0	0	0	0	0	1	1	13	1	0	0	70	10	1	0	1	0	0	0	0	0	0	1	12	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	2	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IBD	1351142954_453	3	60	IBD_T30.6x5s_1351142954_453_3_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	70.057	2.185315458	0.42576	0.00010101	0.00010101	0.00010101	0.96	0.4	0	../LFMMBayenv2PCAdaptResults/IBD_T30.6x5s_1351142954_453_3_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.0158	1.83335	177	0.567171717	0	0.00010101	0.00010101	1	0.55	0.65	0.94	0.00020202	0.98	10	99	0.00010101	0.91	17	98	0.00010101	0.96	10	99	0	4	0	0	0	0	0	0	1	1	1	53	0	0	0	40	0	4	0	0	0	0	0	0	1	1	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142954_453	4	60	IM_T30.6x5s_1351142954_453_4_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	72.274	2.388261101	0.40999	0.00010101	0.00010101	0.00010101	0.35	0.53	0.3	../LFMMBayenv2PCAdaptResults/IM_T30.6x5s_1351142954_453_4_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.1106	1.47461	180	0.388282828	0	0.00010101	0.00010101	1	0.11	0.6	0.58	0.00010101	0.62	5	98	0.00010101	0.56	2	95	0.00010101	0.62	9	95	36	3	1	7	1	1	0	16	0	0	0	0	0	1	0	34	36	3	1	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	36	2	3	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142970_988	5	60	1R_T30.6x5s_1351142970_988_5_NumPops=30_NumInd=60.bayenv	TRUE	9900	99	62.244	0.371381919	0.30151	0.00010101	0.00010101	0.00010101	0.616161616	0.636363636	0.424242424	../LFMMBayenv2PCAdaptResults/1R_T30.6x5s_1351142970_988_5_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.8991	1.56523	109	0.612121212	0	0.00010101	0.00010101	0.888888889	0.181818182	0.686868687	0.545454545	0.00010101	0.363636364	1	64	0.00010101	0	4	52	0.00010101	0.272727273	7	55	28	0	1	0	6	0	3	0	2	3	1	1	6	0	16	32	20	0	1	0	6	0	3	0	2	2	0	1	2	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	28	10	5	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142970_988	6	60	2R_T30.6x5s_1351142970_988_6_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	57.492	0.058691683	0.29239	0.00010101	0.00010101	0.00010101	0.85	0.8	0.42	../LFMMBayenv2PCAdaptResults/2R_T30.6x5s_1351142970_988_6_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	10.888	1.5838	52	0.457676768	0	0.00010101	0.00010101	0.96	0.55	0.87	0.89	0.00010101	0.85	2	94	0.00010101	0.54	3	85	0.00010101	0.77	2	88	9	0	1	1	2	0	1	1	0	0	2	7	0	0	0	76	6	0	1	1	2	0	1	1	0	0	1	5	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	4	0	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IBD	1351142970_988	7	60	IBD_T30.6x5s_1351142970_988_7_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	71.791	1.864297441	0.39919	0.00010101	0.00010101	0.00010101	0.97	0.08	0.01	../LFMMBayenv2PCAdaptResults/IBD_T30.6x5s_1351142970_988_7_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	13.3556	1.69802	184	0.531414141	0	0.00010101	0.00010101	1	0.07	0.08	0.67	0.00010101	0.97	2	101	0.00010101	0.95	12	99	0.00010101	0.96	7	101	2	1	0	0	0	0	0	0	1	29	0	59	0	0	0	8	2	1	0	0	0	0	0	0	1	28	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	31	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142970_988	8	60	IM_T30.6x5s_1351142970_988_8_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	72.232	2.422113595	0.41655	0.00010101	0.00010101	0.00010101	0.3	0.59	0.54	../LFMMBayenv2PCAdaptResults/IM_T30.6x5s_1351142970_988_8_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.3427	1.33071	180	0.383030303	0	0.00010101	0.00010101	0.99	0.11	0.57	0.6	0.00010101	0.42	2	86	0.00010101	0.36	5	81	0.00010101	0.48	2	87	38	0	3	0	2	0	13	14	0	0	0	0	0	0	2	28	37	0	3	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	38	18	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142986_950	9	60	1R_T30.6x5s_1351142986_950_9_NumPops=30_NumInd=60.bayenv	TRUE	9900	93	61.757	0.50116885	0.32677	0.00010101	0.00010101	0.00010101	0.655913978	0.548387097	0.129032258	../LFMMBayenv2PCAdaptResults/1R_T30.6x5s_1351142986_950_9_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	17.0488	2.0952	70	0.671212121	0	0.00010101	0.00010101	0.88172043	0.408602151	0.709677419	0.731182796	0.00010101	0.591397849	3	66	0.00010101	0.053763441	7	63	0.00010101	0.516129032	3	65	25	0	4	2	0	0	1	0	0	0	1	10	0	0	7	43	15	0	4	2	0	0	1	0	0	0	1	8	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	25	5	0	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142986_950	10	60	2R_T30.6x5s_1351142986_950_10_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	58.281	0.271818382	0.334	0.00010101	0.00010101	0.00010101	0.89	0.78	0.1	../LFMMBayenv2PCAdaptResults/2R_T30.6x5s_1351142986_950_10_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.8597	2.12622	58	0.603535354	0	0.00010101	0.00010101	0.95	0.75	0.81	0.87	0.00010101	0.8	8	89	0.00010101	0.48	19	84	0.00010101	0.73	10	89	11	0	0	0	0	0	0	0	0	0	2	9	2	0	5	71	7	0	0	0	0	0	0	0	0	0	2	7	2	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IBD	1351142986_950	11	60	IBD_T30.6x5s_1351142986_950_11_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	68.061	1.490506272	0.38123	0.00010101	0.00010101	0.00010101	0.97	0.12	0.07	../LFMMBayenv2PCAdaptResults/IBD_T30.6x5s_1351142986_950_11_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.3148	1.55562	187	0.562626263	0	0.00010101	0.00010101	1	0.42	0.07	0.94	0.00020202	0.99	4	99	0.00010101	0.94	19	98	0.00010101	0.97	4	99	1	2	0	0	0	0	0	0	0	3	0	82	0	0	0	12	1	2	0	0	0	0	0	0	0	3	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	5	94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142986_950	12	60	IM_T30.6x5s_1351142986_950_12_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	71.459	1.625230112	0.4071	0.00010101	0.00010101	0.00010101	0.29	0.65	0.62	../LFMMBayenv2PCAdaptResults/IM_T30.6x5s_1351142986_950_12_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.2453	1.34962	180	0.425858586	0	0.00010101	0.00010101	0.98	0.11	0.58	0.59	0.00010101	0.51	7	93	0.00010101	0.53	16	88	0.00010101	0.53	6	92	34	0	1	0	6	1	8	21	0	0	0	0	0	0	0	29	34	0	1	0	6	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	34	15	0	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	1R	1351142954_453	1	60	1R_T30.3x10s_1351142954_453_1_NumPops=30_NumInd=60.bayenv	TRUE	9900	95	57.856	0.727394841	0.37437	0.00010101	0.00010101	0.00010101	0.442105263	0.463157895	0	../LFMMBayenv2PCAdaptResults/1R_T30.3x10s_1351142954_453_1_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	13.2785	2.25797	43	0.612121212	0	0.00010101	0.00010101	0.736842105	0.168421053	0.368421053	0.452631579	0.00010101	0	"5,6"	19	0.00010101	0	16	39	0.00010101	0	6	24	44	0	1	0	5	0	3	0	2	0	4	0	1	0	35	0	28	0	1	0	1	0	0	0	1	0	3	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	44	9	2	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	2R	1351142954_453	2	60	2R_T30.3x10s_1351142954_453_2_NumPops=30_NumInd=60.bayenv	TRUE	9900	98	55.679	0.438716348	0.34533	0.00010101	0.00010101	0.00010101	0.357142857	0.612244898	0.020408163	../LFMMBayenv2PCAdaptResults/2R_T30.3x10s_1351142954_453_2_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	14.0074	2.28226	40	0.61030303	0	0.00010101	0.00010101	0.918367347	0.244897959	0.489795918	0.418367347	0.00010101	0.285714286	2	78	0.00010101	0	2	63	0.00010101	0.163265306	2	59	33	0	1	0	19	1	8	1	2	0	2	0	1	1	4	25	24	0	1	0	8	0	5	0	1	0	2	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	33	28	2	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IBD	1351142954_453	3	60	IBD_T30.3x10s_1351142954_453_3_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	65.188	2.181843588	0.43116	0.00010101	0.00010101	0.00010101	0.16	0.08	0	../LFMMBayenv2PCAdaptResults/IBD_T30.3x10s_1351142954_453_3_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	16.0377	1.82875	166	0.654646465	0	0.00010101	0.00010101	0.83	0	0.08	0.1	0.00010101	0.12	2	89	0.00010101	0.69	19	86	0.00010101	0	1	50	70	12	1	0	1	0	0	0	7	0	2	0	0	0	7	0	36	4	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	70	2	19	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.3x10s	30	Tran	IM	1351142954_453	4	60	IM_T30.3x10s_1351142954_453_4_NumPops=30_NumInd=60.bayenv	TRUE	9900	100	71.508	2.580525834	0.44082	0.00010101	0.00010101	0.00010101	0.11	0.35	0.13	../LFMMBayenv2PCAdaptResults/IM_T30.3x10s_1351142954_453_4_NumPops=30_NumInd=60Bayenv2LFMMpca.Cpval	11.0029	1.4174	180	0.421414141	0	0.00010101	0.00010101	0.97	0.05	0.16	0.37	0.00010101	0.3	7	84	0.00010101	0.18	15	72	0.00010101	0.2	4	83	59	2	3	1	0	2	8	14	0	0	0	0	0	0	0	11	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	59	11	2	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
